name,slug,description,tier,actions
Etheric Amplifier,etheric-amplifier,"<i>""Elegantly Enhance Destruction: Your Power Multiplied.""</i><br /><br /><p class=""Card-Feature""><strong>Mark 1 Stress</strong> to add +2 damage per die rolled to any attack that does magical damage</p>",Tier 1,"{'soorfj5pnsSK6Q8V': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Elegantly Enhance Destruction: Your Power Multiplied.""</i><br><br><p class=""Card-Feature""><strong>Mark 1 Stress</strong> to add +2 damage per die rolled to any attack that does magical damage', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'stress', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Etheric Amplifier', 'img': 'modules/cybermancy/assets/icons/cybernetics/etheric-amplifier.webp', 'range': '', '_id': 'soorfj5pnsSK6Q8V', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Feline Feet Mk.I,feline-feet-mk-i,"<i>Leap beyond limits with feline finesse.</i><br /><br /><p class=""Card-Feature"">Before rolling an Agility check for an action or reaction, <strong>Spend 1 Hope</strong> to gain +2 on that roll. You can only have 1 Feline Feet enhancement, but they can be upgraded.</p>",Tier 1,"{'Feline Feet Mk': {'I': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Leap beyond limits with feline finesse.</i><br><br><p class=""Card-Feature"">Before rolling an Agility check for an action or reaction, <strong>Spend 1 Hope</strong> to gain +2 on that roll. You can only have 1 Feline Feet enhancement, but they can be upgraded.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Feline Feet Mk.I', 'img': 'modules/cybermancy/assets/icons/cybernetics/feline-feet-mk.i.webp', 'range': ''}}}"
Gorilla Arms Mk.I,gorilla-arms-mk-i,"<i>Power meets precision for unstoppable dominance.</i><br /><br /><p class=""Card-Feature"">After a successful attack roll with a melee weapon that does physical damage, <strong>Spend 1 Hope</strong> per proficiency level to add +d4 of damage. You can only have 1 Gorilla Arms enhancement, but they can be upgraded.</p>",Tier 1,"{'Gorilla Arms Mk': {'I': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Power meets precision for unstoppable dominance.</i><br><br><p class=""Card-Feature"">After a successful attack roll with a melee weapon that does physical damage, <strong>Spend 1 Hope</strong> per proficiency level to add +d4 of damage. You can only have 1 Gorilla Arms enhancement, but they can be upgraded.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'keyIsID': False, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Gorilla Arms Mk.I', 'img': 'modules/cybermancy/assets/icons/cybernetics/gorilla-arms-mk.i.webp', 'range': ''}}}"
Gyroscopic Stabilizer Frame,gyroscopic-stabilizer-frame,"<i>""Precision reborn; risk is your muse.""</i><br /><br /><p class=""Card-Feature"">Once per scene, as a Reaction, <strong>Mark 1 Stress</strong> to reroll 1 Agility ablity or saving throw</p>",Tier 1,"{'ZGiDeuWPWZga6jHs': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Precision reborn; risk is your muse.""</i><br><br><p class=""Card-Feature"">Once per scene, as a Reaction, <strong>Mark 1 Stress</strong> to reroll 1 Agility ablity or saving throw', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'stress', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Gyroscopic Stabilizer Frame', 'img': 'modules/cybermancy/assets/icons/cybernetics/gyroscopic-stabilizer-frame.webp', 'range': '', '_id': 'ZGiDeuWPWZga6jHs', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Mana Projector Coil,mana-projector-coil,"<i>""Unveil horizons, empower your reach.""</i><br /><br /><p class=""Card-Feature""><strong>Spend 2 Hope</strong> to increase the range of one Spell you are casting</p>",Tier 1,"{'xqWk2jkpvtumJAon': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Unveil horizons, empower your reach.""</i><br><br><p class=""Card-Feature""><strong>Spend 2 Hope</strong> to increase the range of one Spell you are casting', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 2, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Mana Projector Coil', 'img': 'modules/cybermancy/assets/icons/cybernetics/mana-projector-coil.webp', 'range': '', '_id': 'xqWk2jkpvtumJAon', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Motion Prediction Gyro,motion-prediction-gyro,"<i>""Swift salvation in chrome elegance.""</i><br /><br /><p class=""Card-Feature"">As a Reaction, <strong>Mark 1 Stress</strong> to gain +2 on an Agility saving throw</p>",Tier 1,"{'jYQCnoiAm9ZDfMJ0': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Swift salvation in chrome elegance.""</i><br><br><p class=""Card-Feature"">As a Reaction, <strong>Mark 1 Stress</strong> to gain +2 on an Agility saving throw', 'chatDisplay': True, 'actionType': 'reaction', 'cost': [{'key': 'stress', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Motion Prediction Gyro', 'img': 'modules/cybermancy/assets/icons/cybernetics/motion-prediction-gyro.webp', 'range': '', '_id': 'jYQCnoiAm9ZDfMJ0', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Myomer Muscle Weave,myomer-muscle-weave,"<i>Forge destiny with unyielding cybernetic might.</i><br /><br /><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Strength roll or saving throw.</p>",Tier 1,"{'LHZIq1c2fHhiTndD': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Forge destiny with unyielding cybernetic might.</i><br><br><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Strength roll or saving throw.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Myomer Muscle Weave', 'img': 'modules/cybermancy/assets/icons/cybernetics/myomer-muscle-weave.webp', 'range': '', '_id': 'LHZIq1c2fHhiTndD', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Nanite Medigel Reservoir,nanite-medigel-reservoir,"<i>Double your renewal, embrace pure vitality.</i><br /><br /><p class=""Card-Feature"">Once per long rest, when you heal a Hit Point, you may heal and additional Hit Point</p>",Tier 1,"{'iHAJwuLA4OzoKVmv': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Double your renewal, embrace pure vitality.</i><br><br><p class=""Card-Feature"">Once per long rest, when you heal a Hit Point, you may heal and additional Hit Point', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Nanite Medigel Reservoir', 'img': 'modules/cybermancy/assets/icons/cybernetics/nanite-medigel-reservoir.webp', 'range': '', '_id': 'iHAJwuLA4OzoKVmv', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Nanite Trauma Mesh,nanite-trauma-mesh,"<i>Escape harm's grasp; rewrite fate.</i><br /><br /><p class=""Card-Feature"">Once per long rest, as a Reaction, entirely prevent the damage from 1 attack that would cause a Minor Wound</p>",Tier 1,"{'Na67H0iEnMK9f3gG': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Escape harm\'s grasp; rewrite fate.</i><br><br><p class=""Card-Feature"">Once per long rest, as a Reaction, entirely prevent the damage from 1 attack that would cause a Minor Wound', 'chatDisplay': True, 'actionType': 'reaction', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Nanite Trauma Mesh', 'img': 'modules/cybermancy/assets/icons/cybernetics/nanite-trauma-mesh.webp', 'range': '', '_id': 'Na67H0iEnMK9f3gG', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Nerve-Lattice Fingertips,nerve-lattice-fingertips,"<i>""Empower precision, barter with destiny.""</i><br /><br /><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Finesse roll or saving throw</p>",Tier 1,"{'eNKZKbZVLKiZwk8i': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Empower precision, barter with destiny.""</i><br><br><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on a Finesse roll or saving throw', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Nerve-Lattice Fingertips', 'img': 'modules/cybermancy/assets/icons/cybernetics/nerve-lattice-fingertips.webp', 'range': '', '_id': 'eNKZKbZVLKiZwk8i', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Oculus™ Base Unit,oculus-base-unit,"<i>""See, capture, upgrade—vision redefined.""</i><br /><br /><p class=""Card-Feature"">Your eyes have been replaced with Oculus™ granting the ability to photograph and video record.  This base unit is required for several upgrades.</p>",Tier 1,"{'2wWHKGsdGawpVlsz': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""See, capture, upgrade—vision redefined.""</i><br><br><p class=""Card-Feature"">Your eyes have been replaced with Oculus™ granting the ability to photograph and video record.  This base unit is required for several upgrades.', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Oculus™ Base Unit', 'img': 'modules/cybermancy/assets/icons/cybernetics/oculus-base-unit.webp', 'range': '', '_id': '2wWHKGsdGawpVlsz', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Oculus™ Eagle Eye,oculus-eagle-eye,"<i>""Sharpen sights, redefine the unseen.""</i><br /><br /><p class=""Card-Feature"">Up to 10x optical zoom.  <strong>Spend 1 Hope</strong> to gain +2 on a Perceive check.  <br /><br />Requires Oculus ™ base unit.</p>",Tier 1,"{'bScKEXGsp5JwVSJR': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Sharpen sights, redefine the unseen.""</i><br><br><p class=""Card-Feature"">Up to 10x optical zoom.  <strong>Spend 1 Hope</strong> to gain +2 on a Perceive check.  <br><br>Requires Oculus ™ base unit.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Oculus™ Eagle Eye', 'img': 'modules/cybermancy/assets/icons/cybernetics/oculus-eagle-eye.webp', 'range': '', '_id': 'bScKEXGsp5JwVSJR', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Oculus™ Palette,oculus-palette,"<i>""Shift your gaze, shape your truth.""</i><br /><br /><p class=""Card-Feature"">Change your eye's appearance at will. <strong>Spend 1 Hope</strong> to gain +2 on a Deceive roll. <br /><br />Requires Oculus ™ base unit.</p>",Tier 1,"{'oKvu1z5TKpriLak7': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Shift your gaze, shape your truth.""</i><br><br><p class=""Card-Feature"">Change your eye\'s appearance at will. <strong>Spend 1 Hope</strong> to gain +2 on a Deceive roll. <br><br>Requires Oculus ™ base unit.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Oculus™ Palette', 'img': 'modules/cybermancy/assets/icons/cybernetics/oculus-palette.webp', 'range': '', '_id': 'oKvu1z5TKpriLak7', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Oculus™ Spectra,oculus-spectra,"<i>""Pierce veils of light unseen before.""</i><br /><br /><p class=""Card-Feature"">Gain the ability to see in infrared and ultraviolet spectra. <br /><br />Requires Oculus ™ base unit.</p>",Tier 1,"{'kqKvp4jR9pXjIy0J': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Pierce veils of light unseen before.""</i><br><br><p class=""Card-Feature"">Gain the ability to see in infrared and ultraviolet spectra. <br><br>Requires Oculus ™ base unit.', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Oculus™ Spectra', 'img': 'modules/cybermancy/assets/icons/cybernetics/oculus-spectra.webp', 'range': '', '_id': 'kqKvp4jR9pXjIy0J', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Predictive Motion Processor,predictive-motion-processor,"<i>Unleash precision beyond mortal reach.</i><br /><br /><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on an attack roll</p>",Tier 1,"{'7nfRh6YaMTroq1L7': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Unleash precision beyond mortal reach.</i><br><br><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on an attack roll', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Predictive Motion Processor', 'img': 'modules/cybermancy/assets/icons/cybernetics/predictive-motion-processor.webp', 'range': '', '_id': '7nfRh6YaMTroq1L7', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
SmartLink™ Ballistics,smartlink-ballistics,"<i>""Extend your reach, redefine distance.""</i><br /><br /><p class=""Card-Feature""><strong>Spend 1 Hope</strong> and take an action to increase the allowed range for your next action with a SmarkLink gun. <br /><br />Requires the SmartLink™ CPU implant</p>",Tier 1,"{'dJBqwbbQ2FobTjD5': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Extend your reach, redefine distance.""</i><br><br><p class=""Card-Feature""><strong>Spend 1 Hope</strong> and take an action to increase the allowed range for your next action with a SmarkLink gun. <br><br>Requires the SmartLink™ CPU implant', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'SmartLink™ Ballistics', 'img': 'modules/cybermancy/assets/icons/cybernetics/smartlink-ballistics.webp', 'range': '', '_id': 'dJBqwbbQ2FobTjD5', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
SmartLink™ CPU Implant,smartlink-cpu-implant,"<i>""Awaken instinct with SmartLink's synergy.""</i><br /><br /><p class=""Card-Feature"">SmarkLink™ base unit - enables other SmartLink-related weapons and abilities. <br /><br />Once per long rest, <strong>Spend 1 Hope</strong> for advantage on an Instinct roll or saving throw.</p>",Tier 1,"{'W1U8hsv5QCNSdLja': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Awaken instinct with SmartLink\'s synergy.""</i><br><br><p class=""Card-Feature"">SmarkLink™ base unit - enables other SmartLink-related weapons and abilities. <br><br>Once per long rest, <strong>Spend 1 Hope</strong> for advantage on an Instinct roll or saving throw.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'SmartLink™ CPU Implant', 'img': 'modules/cybermancy/assets/icons/cybernetics/smartlink-cpu-implant.webp', 'range': '', '_id': 'W1U8hsv5QCNSdLja', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Speed Feet rollerblades,speed-feet-rollerblades,"<i>Glide seamlessly, strike swiftly with precision.</i><br /><br /><p class=""Card-Feature"">Your feet have been replaced with cybernetics that have retractable wheels.  <strong>Spend 1 Hope</strong> to move within Far and still make an attack, your Evasion is -1 until your next action.</p>",Tier 1,"{'sBwWsOvAaCKr7WSs': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Glide seamlessly, strike swiftly with precision.</i><br><br><p class=""Card-Feature"">Your feet have been replaced with cybernetics that have retractable wheels.  <strong>Spend 1 Hope</strong> to move within Far and still make an attack, your Evasion is -1 until your next action.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Speed Feet rollerblades', 'img': 'modules/cybermancy/assets/icons/cybernetics/speed-feet-rollerblades.webp', 'range': '', '_id': 'sBwWsOvAaCKr7WSs', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Subdermal weave Mk.I,subdermal-weave-mk-i,"<i>""Elegance woven beneath, strength redefined.""</i><br /><br /><p class=""Card-Feature"">Gain +1/+1 to Major / Severe damage thresholds. You can only have 1 Subdermal weave enhancement, but they can be upgraded.</p>",Tier 1,"{'Subdermal weave Mk': {'I': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Elegance woven beneath, strength redefined.""</i><br><br><p class=""Card-Feature"">Gain +1/+1 to Major / Severe damage thresholds. You can only have 1 Subdermal weave enhancement, but they can be upgraded.', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Subdermal weave Mk.I', 'img': 'modules/cybermancy/assets/icons/cybernetics/subdermal-weave-mk.i.webp', 'range': ''}}}"
Tactical Subcortex,tactical-subcortex,"<i>Ascend reactions, thrive with precision.</i><br /><br /><p class=""Card-Feature"">Once per scene, <strong>Spend 1 Hope</strong> to gain +2 on the current Reaction Roll</p>",Tier 1,"{'vVPUbfaQM7HaeO40': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Ascend reactions, thrive with precision.</i><br><br><p class=""Card-Feature"">Once per scene, <strong>Spend 1 Hope</strong> to gain +2 on the current Reaction Roll', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Tactical Subcortex', 'img': 'modules/cybermancy/assets/icons/cybernetics/tactical-subcortex.webp', 'range': '', '_id': 'vVPUbfaQM7HaeO40', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Wakizashi™ Base Unit,wakizashi-base-unit,"<i>""Unlock potential; wield hope's edge.""</i><br /><br /><p class=""Card-Feature"">Wakizashi™ base unit - enables other Wakizashi-related cybernetics and abilities. <br /><br />Once per scene, <strong>Spend 1 Hope</strong> for advantage on an attack with your secondary weapon.</p>",Tier 1,"{'fWn6NchCc2hWDu1v': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Unlock potential; wield hope\'s edge.""</i><br><br><p class=""Card-Feature"">Wakizashi™ base unit - enables other Wakizashi-related cybernetics and abilities. <br><br>Once per scene, <strong>Spend 1 Hope</strong> for advantage on an attack with your secondary weapon.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Wakizashi™ Base Unit', 'img': 'modules/cybermancy/assets/icons/cybernetics/wakizashi-base-unit.webp', 'range': '', '_id': 'fWn6NchCc2hWDu1v', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Wakizashi™ Kinetic Feedback Enhancer,wakizashi-kinetic-feedback-enhancer,"<i>Hope-fueled fury, precision scars victory.</i><br /><br /><p class=""Card-Feature"">After a successful attack with your secondary weapon, <strong>Spend 1 Hope</strong> for +2 on all damage die rolled. <br /><br />Requires the Wakizashi™ Base Unit.</p>",Tier 1,"{'6khTF4mjvvftxzPy': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Hope-fueled fury, precision scars victory.</i><br><br><p class=""Card-Feature"">After a successful attack with your secondary weapon, <strong>Spend 1 Hope</strong> for +2 on all damage die rolled. <br><br>Requires the Wakizashi™ Base Unit.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Wakizashi™ Kinetic Feedback Enhancer', 'img': 'modules/cybermancy/assets/icons/cybernetics/wakizashi-kinetic-feedback-enhancer.webp', 'range': '', '_id': '6khTF4mjvvftxzPy', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Wakizashi™ Neural Balancer,wakizashi-neural-balancer,"<i>Unlock hidden potential with Hope's precision.</i><br /><br /><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on any attack roll with your secondary weapon.</p>",Tier 1,"{'TfQIJlYdSWJJkzSN': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>Unlock hidden potential with Hope\'s precision.</i><br><br><p class=""Card-Feature""><strong>Spend 1 Hope</strong> to gain +2 on any attack roll with your secondary weapon.', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Wakizashi™ Neural Balancer', 'img': 'modules/cybermancy/assets/icons/cybernetics/wakizashi-neural-balancer.webp', 'range': '', '_id': 'TfQIJlYdSWJJkzSN', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Adrenal Surge Regulator,adrenal-surge-regulator,"<i>""Ascend with Hope, embrace limitless potential.""</i><br /><br /><p class=""Card-Feature"">Once per scene, <strong>Mark 1 Stress</strong> to increase your Hope die to d20 for the current Reaction Roll</p>",Tier 2,"{'Qx63c59iBKIpr2uc': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Ascend with Hope, embrace limitless potential.""</i><br><br><p class=""Card-Feature"">Once per scene, <strong>Mark 1 Stress</strong> to increase your Hope die to d20 for the current Reaction Roll', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'stress', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Adrenal Surge Regulator', 'img': 'modules/cybermancy/assets/icons/cybernetics/adrenal-surge-regulator.webp', 'range': '', '_id': 'Qx63c59iBKIpr2uc', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Adv. Nanite Trauma Mesh,adv-nanite-trauma-mesh,"<i>""Defy destruction with hidden resilience.""</i><br /><br /><p class=""Card-Feature"">Once per long rest, as a Reaction, entirely prevent the damage from 1 attack that would cause a Major Wound</p>",Tier 2,"{'Adv': {' Nanite Trauma Mesh': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Defy destruction with hidden resilience.""</i><br><br><p class=""Card-Feature"">Once per long rest, as a Reaction, entirely prevent the damage from 1 attack that would cause a Major Wound', 'chatDisplay': True, 'actionType': 'reaction', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Adv. Nanite Trauma Mesh', 'img': 'modules/cybermancy/assets/icons/cybernetics/adv.-nanite-trauma-mesh.webp', 'range': '', '_id': 'b5CeXB8qrDt3quvu'}}}"
Arc Resonator Node,arc-resonator-node,"<i>""Surge forward: amplify your arcane arsenal.""</i><br /><br /><p class=""Card-Feature"">Once per scene, <strong>Spend 1 Hope</strong> after making a successful Spellcasting roll that does damage, increase the size of the damage die rolled by 1 step (e.g. from d4 to d6)</p>",Tier 2,"{'bIuzlRJlBwdcwjJl': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>""Surge forward: amplify your arcane arsenal.""</i><br><br><p class=""Card-Feature"">Once per scene, <strong>Spend 1 Hope</strong> after making a successful Spellcasting roll that does damage, increase the size of the damage die rolled by 1 step (e.g. from d4 to d6)', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False, 'itemId': None}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Arc Resonator Node', 'img': 'modules/cybermancy/assets/icons/cybernetics/arc-resonator-node.webp', 'range': '', '_id': 'bIuzlRJlBwdcwjJl', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
Brainiac™ Drone Control,brainiac-drone-control,"<i>"""" - Master minds, bend drones, limitlessly near.</i><br /><br /><p class=""Card-Feature"">You have an advanced Brainiac unit implant with enough power to function as a rigger drone control module, but it isn't as powerful as a normal regger drone control unitand has shorter range.  You may control any of your drones within Close and at -2 on your rolls.  <br /><br /> Requires Brainiac™ Base Unit.</p>",Tier 2,"{'ojzFxXUj1He0EgBo': {'type': 'effect', 'systemPath': 'actions', 'description': '<i>"""" - Master minds, bend drones, limitlessly near.</i><br><br><p class=""Card-Feature"">You have an advanced Brainiac unit implant with enough power to function as a rigger drone control module, but it isn\'t as powerful as a normal regger drone control unitand has shorter range.  You may control any of your drones within Close and at -2 on your rolls.  <br><br> Requires Brainiac™ Base Unit.', 'chatDisplay': True, 'actionType': 'passive', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Brainiac™ Drone Control', 'img': 'modules/cybermancy/assets/icons/cybernetics/brainiac-drone-control.webp', 'range': '', '_id': 'ojzFxXUj1He0EgBo', 'baseAction': False, 'originItem': {'type': 'itemCollection'}}}"
