name,slug,description,tier,actions
Persona Enhancement Plus,persona-enhancement-plus,Improved pheromone mod granting +1 Presence until next rest.,Tier 2,"{'Bz6oZUN317mLvQSk': {'type': 'effect', '_id': 'Bz6oZUN317mLvQSk', 'systemPath': 'actions', 'description': '<p>You gain a +1 bonus to your Presence until your next rest.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [{'_id': '3iXv9QiuLGOfDCi2', 'onSave': False}], 'target': {'type': 'self', 'amount': None}, 'name': 'Drink', 'img': 'icons/consumables/potions/potion-bottle-corked-blue.webp', 'range': ''}}"
Phase-Shift Serum,phase-shift-serum,A rare experimental serum that lets the user blink through space within very Far range.,Tier 2,"{'6QGfkGkFqqzuVOOY': {'type': 'effect', '_id': '6QGfkGkFqqzuVOOY', 'systemPath': 'actions', 'description': '<p>You can drink this blood to disappear from where you are and immediately reappear at a point you can see within Very Far range.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Drink', 'img': 'icons/consumables/potions/potion-tube-corked-bat-gold-red.webp', 'range': ''}}"
Precision Sync Plus,precision-sync-plus,Optimized neural alignment implant granting +1 Finesse until next rest.,Tier 2,"{'fk272mE2zHIHq8qR': {'type': 'effect', '_id': 'fk272mE2zHIHq8qR', 'systemPath': 'actions', 'description': '<p>You gain a +1 bonus to your Finesse until your next rest.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [{'_id': 'YOgojNdjARXUUrky', 'onSave': False}], 'target': {'type': 'self', 'amount': None}, 'name': 'Drink', 'img': 'icons/consumables/potions/bottle-round-corked-blue.webp', 'range': ''}}"
Pyro-Core Injector,pyro-core-injector,An internal reactor shot that lets you exhale plasma fire. Make an Instinct roll; targets in front take 2d20 physical damage.,Tier 2,"{'rcHEz3ImUDwo6lPC': {'type': 'attack', '_id': 'rcHEz3ImUDwo6lPC', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': None, 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [{'resultBased': False, 'value': {'custom': {'enabled': False, 'formula': ''}, 'multiplier': 'prof', 'dice': 'd20', 'bonus': None, 'flatMultiplier': 1}, 'applyTo': 'hitPoints', 'type': [], 'base': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}}], 'includeBase': False}, 'target': {'type': 'hostile', 'amount': None}, 'effects': [], 'roll': {'type': 'trait', 'trait': 'instinct', 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': 'above', 'treshold': 1}, 'useDefault': False}, 'save': {'trait': None, 'difficulty': 10, 'damageMod': 'none'}, 'name': 'Drink', 'img': 'icons/consumables/drinks/tea-jug-gourd-brown.webp', 'range': 'close'}}"
Respirator Gel,respirator-gel,A bio-gel that filters oxygen from water through skin membranes. Breathe underwater minutes equal to your level.,Tier 2,"{'57IIcyhEs2ByoENx': {'type': 'effect', '_id': '57IIcyhEs2ByoENx', 'systemPath': 'actions', 'description': '<p>You can apply this salve to your neck to breathe underwater for a number of minutes equal to your level.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Apply', 'img': 'icons/commodities/materials/bowl-powder-blue.webp', 'range': ''}}"
Sonic Disruption Jar,sonic-disruption-jar,Releases a cacophony of ghostly feedback. All within Far range take 6d8 sonic damage.,Tier 2,"{'QEk4TaJeN9FX8cZN': {'type': 'damage', '_id': 'QEk4TaJeN9FX8cZN', 'systemPath': 'actions', 'description': '<p>You can open this jar to release a deafening echo of voices for a number of minutes equal to your Instinct. Creatures within Far range unprepared for the sound take 6d8 magic damage.</p><p>@Template[type:emanation|range:f]</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [{'value': {'custom': {'enabled': False, 'formula': ''}, 'multiplier': 'flat', 'flatMultiplier': 6, 'dice': 'd8', 'bonus': None}, 'applyTo': 'hitPoints', 'type': ['magical'], 'base': False, 'resultBased': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}}], 'includeBase': False}, 'target': {'type': 'any', 'amount': None}, 'effects': [], 'name': 'Open', 'img': 'icons/containers/kitchenware/jug-wrapped-red.webp', 'range': ''}}"
Spell Cache Drive,spell-cache-drive,"A neural-linked data drive that lets you temporarily load and cast one stored spell, then offload it.",Tier 2,"{'X4KtBG5Uve09hRoj': {'type': 'effect', '_id': 'X4KtBG5Uve09hRoj', 'systemPath': 'actions', 'description': '<p>You can use this stone to take a spell or grimoire from your vault, use it once, and return it to your vault.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Use', 'img': 'icons/commodities/stone/engraved-symbol-water-grey.webp', 'range': ''}}"
Standard Adrenaline Patch,standard-adrenaline-patch,A concentrated stim patch that resets stress pathways. Clears 1d4+1 Stress.,Tier 2,"{'BnYXCo5zr50Sw8gj': {'type': 'healing', '_id': 'BnYXCo5zr50Sw8gj', 'systemPath': 'actions', 'description': '<p>Clear 1d4+1 Stress.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [{'value': {'custom': {'enabled': False, 'formula': ''}, 'multiplier': 'flat', 'flatMultiplier': 1, 'dice': 'd4', 'bonus': 1}, 'applyTo': 'stress', 'base': False, 'resultBased': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}, 'type': []}], 'includeBase': False}, 'target': {'type': 'self', 'amount': None}, 'effects': [], 'roll': {'type': None, 'trait': None, 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': None, 'treshold': None}, 'useDefault': False}, 'name': 'Drink', 'img': 'icons/consumables/potions/bottle-corked-green.webp', 'range': ''}}"
Standard Health Stimpack,standard-health-stimpack,A dual-dose medical injector that rebuilds soft tissue instantly. Restores 1d4+1 HP.,Tier 2,"{'O5MYyHpkiEz9uf6A': {'type': 'healing', '_id': 'O5MYyHpkiEz9uf6A', 'systemPath': 'actions', 'description': '<p>Clear 1d4+1 HP.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [{'value': {'custom': {'enabled': False, 'formula': ''}, 'multiplier': 'flat', 'dice': 'd4', 'bonus': 1, 'flatMultiplier': 1}, 'applyTo': 'hitPoints', 'base': False, 'resultBased': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}, 'type': []}], 'includeBase': False}, 'target': {'type': 'self', 'amount': None}, 'effects': [], 'roll': {'type': None, 'trait': None, 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': None, 'treshold': None}, 'useDefault': False}, 'name': 'Drink', 'img': 'icons/consumables/potions/bottle-corked-red.webp', 'range': ''}}"
Unstable Plasma Grenade,unstable-plasma-grenade,"A volatile micro-fusion cell that can be hurled at a target cluster. On hit, deals 1d20 plasma damage within Far range.",Tier 2,"{'D7BTCUV5DOXmqC0l': {'type': 'attack', '_id': 'D7BTCUV5DOXmqC0l', 'systemPath': 'actions', 'description': '<p>You can make a Finesse Roll to throw this shard at a group of adversaries within Far range. Targets you succeed against take 1d20 magic damage.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [{'resultBased': False, 'value': {'custom': {'enabled': False, 'formula': ''}, 'multiplier': 'flat', 'flatMultiplier': 1, 'dice': 'd20', 'bonus': None}, 'applyTo': 'hitPoints', 'type': ['magical'], 'base': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}}], 'includeBase': False}, 'target': {'type': 'hostile', 'amount': None}, 'effects': [], 'roll': {'type': 'attack', 'trait': 'finesse', 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': 'above', 'treshold': 1}, 'useDefault': False}, 'save': {'trait': None, 'difficulty': 10, 'damageMod': 'none'}, 'name': 'Throw', 'img': 'icons/commodities/gems/gem-faceted-cushion-teal-black.webp', 'range': 'far'}}"
Wall-Melt Gel,wall-melt-gel,An industrial solvent that dissolves barriers in bright flashes—stand clear.,Tier 2,"{'FQ2Ty0pP3z6JrBr6': {'type': 'effect', '_id': 'FQ2Ty0pP3z6JrBr6', 'systemPath': 'actions', 'description': '<p>This paste eats away walls and other surfaces in bright flashes.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Use', 'img': 'icons/commodities/materials/bowl-powder-teal.webp', 'range': ''}}"
Biomimetic Mask Gel,biomimetic-mask-gel,A skin-altering nanogel that reconfigures facial features. Spend 4 Hope to appear unrecognizable until next rest.,Tier 3,"{'S4wEG1RzfLNtvcg7': {'type': 'effect', '_id': 'S4wEG1RzfLNtvcg7', 'systemPath': 'actions', 'description': '<p>You can spend a Hope to use this clay, altering your face enough to make you unrecognizable until your next rest.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'keyIsID': False, 'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [{'_id': 'rMno0zO5Cbwlu4zn', 'onSave': False}], 'target': {'type': 'self', 'amount': None}, 'name': 'Use', 'img': 'icons/commodities/stone/ore-chunk-brown.webp', 'range': ''}}"
Deep-Sleep Capsule,deep-sleep-capsule,A sedative capsule inducing full rest and clearing all Stress on waking.,Tier 3,"{'0cqzI66ChzO6x8WF': {'type': 'healing', '_id': '0cqzI66ChzO6x8WF', 'systemPath': 'actions', 'description': '<p>You can drink this potion to fall asleep for a full night’s rest. You clear all Stress upon waking.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [{'value': {'custom': {'enabled': True, 'formula': '@system.resources.stress.max'}, 'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None}, 'applyTo': 'stress', 'base': False, 'resultBased': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}, 'type': []}], 'includeBase': False}, 'target': {'type': 'self', 'amount': None}, 'effects': [], 'roll': {'type': None, 'trait': None, 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': None, 'treshold': None}, 'useDefault': False}, 'name': 'Wake', 'img': 'icons/consumables/potions/bottle-bulb-corked-labeled-blue.webp', 'range': ''}}"
Improved Plasma Grenade,improved-plasma-grenade,An upgraded plasma charge with doubled output. Deals 2d20 plasma damage within Far range.,Tier 3,"{'g3sQoxS6sL3mut3u': {'type': 'attack', '_id': 'g3sQoxS6sL3mut3u', 'systemPath': 'actions', 'description': '<p>You can make a Finesse Roll to throw this shard at a group of adversaries within Far range. Targets you succeed against take 2d20 magic damage.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [{'resultBased': False, 'value': {'custom': {'enabled': False, 'formula': ''}, 'multiplier': 'flat', 'flatMultiplier': 2, 'dice': 'd20', 'bonus': None}, 'applyTo': 'hitPoints', 'type': ['magical'], 'base': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}}], 'includeBase': False}, 'target': {'type': 'hostile', 'amount': None}, 'effects': [], 'roll': {'type': 'trait', 'trait': 'finesse', 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': 'above', 'treshold': 1}, 'useDefault': False}, 'save': {'trait': None, 'difficulty': 10, 'damageMod': 'none'}, 'name': 'Throw', 'img': 'icons/commodities/gems/gem-faceted-teardrop-blue.webp', 'range': 'far'}}"
Major Adrenaline Patch,major-adrenaline-patch,Upgraded patch clearing 1d4+2 Stress.,Tier 3,"{'3duuNVqCeQaUUKTo': {'type': 'healing', '_id': '3duuNVqCeQaUUKTo', 'systemPath': 'actions', 'description': '<p>Clear 1d4+2 Stress.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [{'value': {'custom': {'enabled': False, 'formula': ''}, 'multiplier': 'flat', 'flatMultiplier': 1, 'dice': 'd4', 'bonus': 2}, 'applyTo': 'stress', 'base': False, 'resultBased': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}, 'type': []}], 'includeBase': False}, 'target': {'type': 'self', 'amount': None}, 'effects': [], 'roll': {'type': None, 'trait': None, 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': None, 'treshold': None}, 'useDefault': False}, 'name': 'Drink', 'img': 'icons/consumables/potions/bottle-round-label-cork-green.webp', 'range': ''}}"
Major Health Stimpack,major-health-stimpack,High-capacity stimpack restoring 1d4+2 HP.,Tier 3,"{'Xm2ldAlmUQY4jlLb': {'type': 'healing', '_id': 'Xm2ldAlmUQY4jlLb', 'systemPath': 'actions', 'description': '<p>Clear 1d4+2 HP.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [{'value': {'custom': {'enabled': False, 'formula': ''}, 'multiplier': 'flat', 'dice': 'd4', 'bonus': 2, 'flatMultiplier': 1}, 'applyTo': 'hitPoints', 'base': False, 'resultBased': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}, 'type': []}], 'includeBase': False}, 'target': {'type': 'self', 'amount': None}, 'effects': [], 'roll': {'type': None, 'trait': None, 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': None, 'treshold': None}, 'useDefault': False}, 'name': 'Drink', 'img': 'icons/consumables/potions/bottle-round-label-cork-red.webp', 'range': ''}}"
Null-Field Generator,null-field-generator,A portable field device that nullifies magic and digital resonance within Far range for one scene.,Tier 3,"{'ovR11FWCpXaFMPVx': {'type': 'effect', '_id': 'ovR11FWCpXaFMPVx', 'systemPath': 'actions', 'description': '<p>Mark a Stress to create a void that extends up to Far range. No magic can be cast inside the void, and creatures within the void are immune to magic damage.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'scalable': False, 'key': 'stress', 'value': 1, 'keyIsID': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Use', 'img': 'icons/magic/unholy/orb-glowing-purple.webp', 'range': ''}}"
Quantum Flux Serum,quantum-flux-serum,"<p>A chaotic serum that triggers random recovery or visions of death. Roll d6 for varying effects.</p><p></p><p><span style=""color:rgb(239, 230, 216);font-family:Signika, 'Palatino Linotype', sans-serif;font-size:14px;font-style:normal;font-variant-ligatures:normal;font-variant-caps:normal;font-weight:400;letter-spacing:normal;orphans:2;text-align:start;text-indent:0px;text-transform:none;widows:2;word-spacing:0px;-webkit-text-stroke-width:0px;white-space:normal;background-color:rgba(24, 22, 46, 0.376);text-decoration-thickness:initial;text-decoration-style:initial;text-decoration-color:initial;display:inline !important;float:none"">Consume this serum to roll a [[/r d6]]. On a result of 5–6, clear 2 HP. On a result of 2–4, clear 3 Stress. On a result of 1, see through the veil of death and return changed, gaining one scar.</span></p>",Tier 3,"{'Fh7OR8ZmiLNvRPHa': {'type': 'attack', '_id': 'Fh7OR8ZmiLNvRPHa', 'systemPath': 'actions', 'description': '<p>Consume this sap to roll a [[/r d6]]. On a result of 5–6, clear 2 HP. On a result of 2–4, clear 3 Stress. On a result of 1, see through the veil of death and return changed, gaining one scar.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [], 'includeBase': False}, 'target': {'type': 'any', 'amount': None}, 'effects': [], 'roll': {'type': 'diceSet', 'trait': None, 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'flat', 'flatMultiplier': 1, 'dice': 'd6', 'compare': None, 'treshold': None}, 'useDefault': False}, 'save': {'trait': None, 'difficulty': None, 'damageMod': 'none'}, 'name': 'Consume', 'img': 'icons/consumables/drinks/wine-amphora-clay-pink.webp', 'range': ''}}"
Soothing Med-Gel,soothing-med-gel,A rest-time gel that clears 1d10 HP or 1d10 Stress when applied.,Tier 3,"{'Sft4HkhlqsYH5qKI': {'type': 'healing', '_id': 'Sft4HkhlqsYH5qKI', 'systemPath': 'actions', 'description': '<p>You can consume this moss during a rest to clear 1d10 HP.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [{'value': {'custom': {'enabled': False, 'formula': ''}, 'multiplier': 'flat', 'flatMultiplier': 1, 'dice': 'd10', 'bonus': None}, 'applyTo': 'hitPoints', 'base': False, 'resultBased': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}, 'type': []}], 'includeBase': False}, 'target': {'type': 'self', 'amount': None}, 'effects': [], 'roll': {'type': None, 'trait': None, 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': None, 'treshold': None}, 'useDefault': False}, 'name': 'Clear Hit Points', 'img': 'icons/consumables/plants/succulent-bundle-green.webp', 'range': ''}, 'IolxVguij8PjHSVt': {'type': 'healing', '_id': 'IolxVguij8PjHSVt', 'systemPath': 'actions', 'description': '<p>You can consume this moss during a rest to clear 1d10 Stress.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [{'value': {'custom': {'enabled': False, 'formula': ''}, 'multiplier': 'flat', 'dice': 'd10', 'bonus': None, 'flatMultiplier': 1}, 'applyTo': 'stress', 'base': False, 'resultBased': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}, 'type': []}], 'includeBase': False}, 'target': {'type': 'self', 'amount': None}, 'effects': [], 'roll': {'type': None, 'trait': None, 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': None, 'treshold': None}, 'useDefault': False}, 'name': 'Clear Stress', 'img': 'icons/consumables/plants/succulent-bundle-green.webp', 'range': ''}}"
Assassin’s Neurotoxin,assassin-s-neurotoxin,"<p>A lethal nanopoison: if you crit before your next long rest, your target dies. </p>",Tier 4,"{'U7da5R4pgVkEQJVj': {'type': 'effect', '_id': 'U7da5R4pgVkEQJVj', 'systemPath': 'actions', 'description': '<p>After you drink this tea, you instantly kill your target when you critically succeed on an attack. If you don’t critically succeed on an attack before your next long rest, you die.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'effects': [{'_id': 'IqlpqsgurXsUEQhs', 'onSave': False}], 'target': {'type': 'any', 'amount': None}, 'name': 'Drink', 'img': 'icons/consumables/drinks/wine-amphora-clay-gray.webp', 'range': ''}}"
Major Plasma Grenade,major-plasma-grenade,A heavy plasma cell delivering 4d20 plasma damage within Far range.,Tier 4,"{'8JHqtEYD0uOGwHdd': {'type': 'attack', '_id': '8JHqtEYD0uOGwHdd', 'systemPath': 'actions', 'description': '<p>You can make a Finesse Roll to throw this shard at a group of adversaries within Far range. Targets you succeed against take 4d20 magic damage.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [{'resultBased': False, 'value': {'custom': {'enabled': False, 'formula': ''}, 'multiplier': 'flat', 'flatMultiplier': 4, 'dice': 'd20', 'bonus': None}, 'applyTo': 'hitPoints', 'type': [], 'base': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}}], 'includeBase': False}, 'target': {'type': 'hostile', 'amount': None}, 'effects': [], 'roll': {'type': 'trait', 'trait': 'finesse', 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': 'above', 'treshold': 1}, 'useDefault': False}, 'save': {'trait': None, 'difficulty': 10, 'damageMod': 'none'}, 'name': 'Throw', 'img': 'icons/commodities/gems/gem-rough-round-blue.webp', 'range': 'far'}}"
Mental Fatigue Override,mental-fatigue-override,<p>Clear all HP and Stress and gain 1d4 Hope.</p>,Tier 4,"{'TL1fJitAJmDzrnHT': {'type': 'healing', '_id': 'TL1fJitAJmDzrnHT', 'systemPath': 'actions', 'description': '<p>You can eat this meal to clear all HP and Stress and gain 1d4 Hope.</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [{'value': {'custom': {'enabled': True, 'formula': '@system.resources.hitPoints.max'}, 'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None}, 'applyTo': 'hitPoints', 'base': False, 'resultBased': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}, 'type': []}, {'value': {'custom': {'enabled': True, 'formula': '@system.resources.stress.max'}, 'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None}, 'applyTo': 'stress', 'base': False, 'resultBased': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}, 'type': []}, {'value': {'custom': {'enabled': False, 'formula': ''}, 'multiplier': 'flat', 'flatMultiplier': 1, 'dice': 'd4', 'bonus': None}, 'applyTo': 'hope', 'base': False, 'resultBased': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}, 'type': []}], 'includeBase': False}, 'target': {'type': 'self', 'amount': None}, 'effects': [], 'roll': {'type': None, 'trait': None, 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': None, 'treshold': None}, 'useDefault': False}, 'name': 'Eat', 'img': 'icons/consumables/food/bowl-stew-tofu-potato-red.webp', 'range': ''}}"
Orbital Strike Beacon,orbital-strike-beacon,A miniaturized satellite uplink calling down a storm of kinetic rods. Deals 8d20 physical damage within Very Far range.,Tier 4,"{'pt5U6hlyx4T7MUOa': {'type': 'damage', '_id': 'pt5U6hlyx4T7MUOa', 'systemPath': 'actions', 'description': '<p>You can use this stardrop to summon a hailstorm of comets that deals 8d20 physical damage to all targets within Very Far range.</p><p>@Template[type:emanation|range:vf]</p>', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [{'value': {'custom': {'enabled': False, 'formula': ''}, 'multiplier': 'flat', 'flatMultiplier': 8, 'dice': 'd20', 'bonus': None}, 'applyTo': 'hitPoints', 'type': ['physical'], 'base': False, 'resultBased': False, 'valueAlt': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'bonus': None, 'custom': {'enabled': False, 'formula': ''}}}], 'includeBase': False}, 'target': {'type': 'any', 'amount': None}, 'effects': [], 'name': 'Use', 'img': 'icons/magic/light/projectiles-star-purple.webp', 'range': 'veryFar'}}"
