category,action_identifier,action_name,action_type,action_description
domaincards,Deadly_Focus,Focus,effect,"<p class=""Body-Foundation"">Once per rest, you can apply all your focus toward a target of your choice. Until you attack another creature, you defeat the target, or the battle ends, gain a +1 bonus to your Proficiency.</p>"
domaincards,Death_Grip,Constrict,attack,"<p class=""Body-Foundation-No-BOLDITALIC"">Make a <strong>Spellcast Roll</strong> against a target within Close range and choose the following option:</p><ul><li class=""vertical-card-list""><p>You constrict the target and force them to mark 2 Stress.</p></li></ul><p class=""Body-Foundation-No-BOLDITALIC"">On a success, vines reach out from your hands, causing the chosen effect and temporarily <em>Restraining</em> the target.</p>"
domaincards,Death_Grip,Hit All Adversaries Between,attack,"<p class=""Body-Foundation-No-BOLDITALIC"">Make a <strong>Spellcast Roll</strong> against a target within Close range and choose the following option:</p><ul><li class=""vertical-card-list""><p>All adversaries between you and the target must succeed on a Reaction Roll (13) or be hit by vines, taking <strong>3d6+2</strong> physical damage.</p></li></ul><p class=""Body-Foundation-No-BOLDITALIC"">On a success, vines reach out from your hands, causing the chosen effect and temporarily <em>Restraining</em> the target.</p>"
domaincards,Death_Grip,Pull,attack,"<p class=""Body-Foundation-No-BOLDITALIC"">Make a <strong>Spellcast Roll</strong> against a target within Close range, and choose the following option:</p><ul><li class=""vertical-card-list""><p>You pull the target into Melee range or pull yourself into Melee range of them.</p></li></ul><p class=""Body-Foundation-No-BOLDITALIC"">On a success, vines reach out from your hands, causing the chosen effect and temporarily <em>Restraining</em> the target.</p>"
domaincards,Deathrun,Spend Hope,effect,"<p class=""Body-Foundation""><strong>Spend 3 Hope</strong> to run a straight path through the battlefield to a point within Far range, making an attack against all adversaries within your weapon’s range along that path. Choose the order in which you deal damage to the targets you succeeded against. For the first, roll your weapon damage with a +1 bonus to your Proficiency. Then remove a die from your damage roll and deal the remaining damage to the next target. Continue to remove a die for each subsequent target until you have no more damage dice or adversaries.</p><p class=""Body-Foundation"">You can’t target the same adversary more than once per attack.</p>"
domaincards,Deft_Deceiver,Gain Advantage,effect,<p><strong>Spend a Hope</strong> to gain advantage on a roll to deceive or trick someone into believing a lie you tell them</p>
domaincards,Deft_Maneuvers,Mark Stress,effect,"<p class=""Body-Foundation"">Once per rest,<strong> mark a Stress</strong> to sprint anywhere within Far range without making an Agility Roll to get there.</p><p class=""Body-Foundation"">If you end this movement within Melee range of an adversary and immediately make an attack against them, gain a +1 bonus to the attack roll.</p>"
domaincards,Disintegration_Wave,Spellcast Roll,attack,"<p class=""Body"">Make a <strong>Spellcast Roll (18)</strong>. Once per long rest on a success, the GM tells you which adversaries within Far range have a Difficulty of 18 or lower. <strong>Mark a Stress</strong> for each one you wish to hit with this spell. They are killed and can’t come back to life by any means.</p>"
domaincards,Divination,Ask one Question,effect,"<p>Once per long rest, <strong>spend 3 Hope</strong> to reach out to the forces beyond and ask one “yes or no” question about an event, person, place, or situation in the near future. For a moment, the present falls away and you see the answer before you.</p>"
domaincards,Earthquake,Cast,attack,"<p>Make a <strong>Spellcast Roll (16)</strong>. Once per rest on a success, all targets within Very Far range who aren’t flying must make a Reaction Roll (18). Targets who fail take <strong>3d10+8</strong> physical damage and are temporarily <em>Vulnerable</em>. Targets who succeed take half damage.</p><p>Additionally, when you succeed on the Spellcast Roll, all terrain within Very Far range becomes difficult to move through and structures within this range might sustain damage or crumble.</p>"
domaincards,Eclipse,Cast,attack,"<p>Make a <strong>Spellcast Roll (16)</strong>. Once per long rest on a success, plunge the entire area within Far range into complete darkness only you and your allies can see through. Attack rolls have disadvantage when targeting you or an ally within this shadow.</p>"
domaincards,Eclipse,Target Marks Stress,damage,Drive home a vicious sweep. Target Marks Stress. deal d6 damage
domaincards,Encore,Repeat Attack,attack,Channel a surge of will. Repeat Attack. trigger the effect
domaincards,Endless_Charisma,Spend Hope to Reroll,effect,"<p class=""Body-Foundation"">After you make an action roll to persuade, lie, or garner favor, you can <strong>spend a Hope</strong> to reroll the Hope or Fear Die.</p>"
domaincards,Enrapture,Enrapture,attack,"<p>Make a <strong>Spellcast Roll</strong> against a target within Close range. On a success, they become temporarily <em>Enraptured</em>. While <em>Enraptured</em>, a target’s attention is fixed on you, narrowing their field of view and drowning out any sound but your voice.</p>"
domaincards,Enrapture,Mark Stress,damage,"<p>Once per rest on a success, you can <strong>mark a Stress</strong> to force the <em>Enraptured</em> target to mark a Stress as well.</p>"
domaincards,Falling_Sky,Attack,attack,"<p class=""Body-Foundation"">Make a <strong>Spellcast Roll</strong> against all adversaries within Far range. <strong>Mark any number of Stress</strong> to make shards of arcana rain down from above. Targets you succeed against take <strong>1d20+2</strong> magic damage for each Stress marked.</p><p>@Template[type:emanation|range:f]</p>"
domaincards,Ferocity,Spend Hope,effect,"<p class=""Body-Foundation"">When you cause an adversary to mark 1 or more Hit Points, you can <strong>spend 2 Hope</strong> to increase your Evasion by the number of Hit Points they marked. This bonus lasts until after the next attack made against you.</p>"
domaincards,Final_Words,Infuse Corpse,attack,Lash out with a flash of steel. Infuse Corpse. trigger the effect
domaincards,Flight,Cast,attack,"<p><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none"">Make a </span><span class=""tooltip-convert"" style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial""><strong style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0);"">Spellcast Roll</strong></span><span style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial""> (15)</span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none"">. On a success, place a number of tokens equal to your </span><span class=""tooltip-convert"" style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial"">Agility</span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none""> on this card (minimum 1).</span></p>"
domaincards,Flight,Spend Token,effect,"<p><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none"">When you make an action roll while flying, spend a token from this card. After the action that spends the last token is resolved, you descend to the ground directly below you.</span></p>"
domaincards,Floating_Eye,Create Orb,effect,"<p><span style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial"">Spend a </span><span class=""tooltip-convert"" style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial""><strong style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0);"">Hope</strong></span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none""> to create a single, small floating orb that you can move anywhere within </span><span class=""tooltip-convert"" style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial"">Very Far</span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none""> range. While this spell is active, you can see through the orb as though you’re looking out from its position. You can transition between using your own senses and seeing through the orb freely. If the orb takes damage or moves out of range, the spell ends.</span></p>"
domaincards,Forager,1. Unique Food (Stress),healing,<ol><li><p>A unique food (Clear 2 Stress)</p></li></ol>
domaincards,Forager,2. Beautiful Relic (Hope),healing,"<p></p><ol start=""2""><li><p>A beautiful relic (Gain 2 Hope)</p></li></ol>"
domaincards,Forager,3. Arcane Rune (Spellcast Roll),effect,"<p></p><ol start=""3""><li><p>An arcane rune (+2 to a Spellcast Roll)</p></li></ol>"
domaincards,Forager,4. Healing Vial (HP),healing,"<ol start=""4""><li><p>A healing vial (Clear 2 Hit Points)</p></li></ol>"
domaincards,Force_of_Nature,Spend Hope for Action,effect,"<p class=""Body-Foundation"">Before you make an action roll, you must <strong>spend a Hope</strong>. If you can’t, you revert to your normal form.</p>"
domaincards,Force_of_Nature,Transform,effect,"<p class=""Body-Foundation-No-BOLDITALIC""><strong>Mark a Stress</strong> to transform into a hulking nature spirit, gaining the following benefits:</p><ul><li class=""vertical-card-list""><p>When you succeed on an attack or Spellcast Roll, gain a +10 bonus to the damage roll.</p></li><li class=""vertical-card-list""><p>When you deal enough damage to defeat a creature within Close range, you absorb them and clear an Armor Slot.</p></li><li class=""vertical-card-list""><p>You can’t be <em>Restrained</em>.</p></li></ul><p class=""Body-Foundation"">Before you make an action roll, you must <strong>spend a Hope</strong>. If you can’t, you revert to your normal form.</p>"
domaincards,Forceful_Push,Spend Hope,effect,"<p class=""Body-Foundation"">Make an attack with your primary weapon against a target within Melee range. On a success, you deal damage and knock them back to Close range. On a success with Hope, add a <strong>d6</strong> to your damage roll.</p><p>Additionally, you can <strong>spend a Hope</strong> to make them temporarily <em>Vulnerable</em>.</p>"
domaincards,Forest_Sprites,Cast,attack,"<p class=""Body"">Make a <strong>Spellcast Roll (13)</strong>. On a success, <strong>spend any number of Hope</strong> to create an equal number of small forest sprites who appear at points you choose within Far range, providing the following benefits:</p><ul class=""""><li class=""vertical-card-list""><p>Your allies gain a +3 bonus to attack rolls against adversaries within Melee range of a sprite.</p></li><li class=""vertical-card-list""><p>An ally who marks an Armor Slot while within Melee range of a sprite can mark an additional Armor Slot.</p></li></ul><p class=""Body"">A sprite vanishes after granting a benefit or taking any damage.</p>"
domaincards,Frenzy,Frenzy,effect,Let loose a flare of power. Frenzy. trigger the effect
domaincards,Full_Surge,Mark Stress,effect,"<p class=""Body-Foundation"">Once per long rest, <strong>mark 3 Stress</strong> to push your body to its limits. Gain a +2 bonus to all of your character traits until your next rest.</p>"
domaincards,Gifted_Tracker,Ask Questions,effect,"<p>When you’re tracking a specific creature or group of creatures based on signs of their passage, you <strong>can spend any number of Hope</strong> and ask the GM that many questions from the following list.</p><ul><li class=""vertical-card-list"">What direction did they go?</li><li class=""vertical-card-list"">How long ago did they pass through?</li><li class=""vertical-card-list"">What were they doing in this location?</li><li class=""vertical-card-list"">How many of them were here?</li></ul><p class=""Body-Foundation"">When you encounter creatures you’ve tracked in this way, gain a +1 bonus to your Evasion against them.</p>"
domaincards,Glancing_Blow,Mark a Stress,damage,"<p class=""Body-Foundation"">When you fail an attack, you can <strong>mark a Stress</strong> to deal weapon damage using half your Proficiency.</p>"
domaincards,Glyph_of_Nightfall,Cast,attack,"<p class=""Body-Foundation"">Make a <strong>Spellcast Roll</strong> against a target within Very Close range. On a success, <strong>spend a Hope</strong> to conjure a dark glyph upon their body that exposes their weak points, temporarily reducing the target’s Difficulty by a value equal to your Knowledge (minimum 1).</p>"
domaincards,Goad_Them_On,Goad,attack,"<p class=""Body-Foundation"">Describe how you taunt a target within Close range, then make a <strong>Presence Roll</strong> against them. On a success, the target must mark a Stress, and the next time the GM spotlights them, they must target you with an attack, which they make with disadvantage.</p>"
domaincards,Gore_and_Glory,Clear Stress,healing,"<p class=""Body-Foundation"">When you critically succeed on a weapon attack, gain an additional Hope or clear an additional Stress.</p><p class=""Body-Foundation"">Additionally, when you deal enough damage to defeat an enemy, gain a Hope or clear a Stress.</p>"
domaincards,Gore_and_Glory,Gain Hope,healing,"<p class=""Body-Foundation"">When you critically succeed on a weapon attack, gain an additional Hope or clear an additional Stress.</p><p class=""Body-Foundation"">Additionally, when you deal enough damage to defeat an enemy, gain a Hope or clear a Stress.</p>"
domaincards,Grace_Touched,Mark 1 Stress,damage,Barrel in like a raging bull. Mark 1 Stress. deal d6 damage
domaincards,Grace_Touched,Mark Armor Slot,effect,Lash out with a flash of steel. Mark Armor Slot. Spend 1 Armor
domaincards,Ground_Pound,Strike Ground,attack,"<p class=""Body-Foundation""><strong>Spend 2 Hope</strong> to strike the ground where you stand and make a <strong>Strength Roll</strong> against all targets within Very Close range. Targets you succeed against are thrown back to Far range and must make a Reaction Roll (17). Targets who fail take <strong>4d10+8</strong> damage. Targets who succeed take half damage.</p><p>@Template[type:emanation|range:vc]</p>"
domaincards,Healing_Field,Heal 1 Hit Point,healing,"<p>Once per long rest, you can conjure a field of healing plants around you. Everywhere within Close range of you bursts to life with vibrant nature, allowing you and all allies in the area to clear a Hit Point.</p><p class=""Body-Foundation""><strong>Spend 2 Hope</strong> to allow you and all allies to clear 2 Hit Points instead.</p>"
domaincards,Healing_Field,Heal 2 Hit Points,healing,"<p>Once per long rest, you can conjure a field of healing plants around you. Everywhere within Close range of you bursts to life with vibrant nature, allowing you and all allies in the area to clear a Hit Point.</p><p class=""Body-Foundation""><strong>Spend 2 Hope</strong> to allow you and all allies to clear 2 Hit Points instead.</p>"
domaincards,Healing_Hands,Cast,attack,<p>Make a <strong>Spellcast Roll (13)</strong> and target a creature other than yourself within Melee range.</p>
domaincards,Healing_Hands,Heal One Hit Point,healing,"<p><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none"">On a failure, </span><span style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial"">mark a Stress</span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none""> to clear a Hit Point or a Stress on the target. You can’t heal the same target again until your next long rest.</span></p>"
domaincards,Healing_Hands,Heal One Stress,healing,"<p><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none"">On a failure, </span><span style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial"">mark a Stress</span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none""> to clear a Hit Point or a Stress on the target. You can’t heal the same target again until your next long rest.</span></p>"
domaincards,Healing_Hands,Heal Two Hit Points,healing,"<p><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none"">On a success, </span><span style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial"">mark a Stress</span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none""> to clear 2 Hit Points or 2 Stress on the target. You can’t heal the same target again until your next long rest.</span></p>"
domaincards,Healing_Hands,Heal Two Stress,healing,"<p><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none"">On a success, </span><span style=""box-sizing: border-box; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial"">mark a Stress</span><span style=""color: rgb(239, 230, 216); font-family: Montserrat, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgba(24, 22, 46, 0.376); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none""> to clear 2 Hit Points or 2 Stress on the target.  You can’t heal the same target again until your next long rest.</span></p>"
domaincards,Healing_Strike,Clear Hit Point,healing,"<p>When you deal damage to an adversary, you can <strong>spend 2 Hope</strong> to clear a Hit Point on an ally within Close range.</p><p></p>"
domaincards,Hold_the_Line,Restrain,effect,"<p class=""Body-Foundation"">If an adversary moves within Very Close range, they’re pulled into Melee range and <em>Restrained.</em></p>"
domaincards,Hold_the_Line,Spend Hope,effect,"<p class=""Body-Foundation"">Describe the defensive stance you take and <strong>spend a Hope</strong>. If an adversary moves within Very Close range, they’re pulled into Melee range and <em>Restrained.</em></p><p class=""Body-Foundation"">This condition lasts until you move or fail a roll with Fear, or the GM spends 2 Fear on their turn to clear it.</p>"
domaincards,Hush,Cast,attack,"<p class=""Body-Foundation"">Make a <strong>Spellcast Roll</strong> against a target within Close range. On a success, <strong>spend a Hope</strong> to conjure suppressive magic around the target that encompasses everything within Very Close range of them and follows them as they move.</p><p class=""Body-Foundation"">The target and anything within the area is <em>Silenced </em>until the GM spends a Fear on their turn to clear this condition, you cast Hush again, or you take Major damage. While <em>Silenced</em>, they can’t make noise and can’t cast spells.</p>"
domaincards,Hypnotic_Shimmer,Cast,attack,"<p>Make a <strong>Spellcast Roll</strong> against all adversaries in front of you within Close range. Once per rest on a success, create an illusion of flashing colors and lights that temporarily <em>Stuns</em> targets you succeed against and forces them to mark a Stress. While <em>Stunned</em>, they can’t use reactions and can’t take any other actions until they clear this condition.</p>"
domaincards,I_Am_Your_Shield,Mark Stress,effect,"<p class=""Body-Foundation"">When an ally within Very Close range would take damage, you can <strong>mark a Stress</strong> to stand in the way and make yourself the target of the attack instead. When you take damage from this attack, you can mark any number of Armor Slots.</p>"
domaincards,I_See_It_Coming,Roll d4,attack,"<p class=""Body-Foundation"">When you’re targeted by an attack made from beyond Melee range, you can <strong>mark a Stress</strong> to roll a <strong>d4</strong> and gain a bonus to your Evasion equal to the result against the attack.</p>"
domaincards,Inspirational_Words,Clear Hitpoint,healing,"<p>Spend a token from this card to give them the following:</p><ul class=""""><li class=""vertical-card-list-found""><p><span style=""box-sizing: border-box; margin: 0px; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); font-family: Montserrat, sans-serif"">Your ally clears a Hit Point.</span></p></li></ul>"
domaincards,Inspirational_Words,Clear Stress,healing,"<p class=""Body-Foundation-No-BOLDITALIC"">Spend a token from this card to give them the following:</p><ul class=""""><li class=""vertical-card-list-found""><p>Your ally clears a Stress.</p></li></ul>"
domaincards,Inspirational_Words,Give Hope,healing,"<p>Spend a token from this card to give them the following:</p><ul class=""""><li class=""vertical-card-list-found""><p><span style=""box-sizing: border-box; margin: 0px; scrollbar-width: thin; scrollbar-color: rgb(93, 20, 43) rgba(0, 0, 0, 0); font-family: Montserrat, sans-serif"">Your ally gains a Hope.</span></p></li></ul>"
domaincards,Invigoration,Roll Dice Pool,attack,"<p>When you or an ally within Close range has used a feature that has an exhaustion limit (such as once per rest or once per session), you can <strong>spend any number of Hope</strong> and roll that many <strong>d6s</strong>. If any roll a 6, the feature can be used again.</p>"
domaincards,Invisibility,Cast,attack,"<p class=""Body-Foundation"">Make a <strong>Spellcast Roll (10)</strong>. On a success, <strong>mark a Stress</strong> and choose yourself or an ally within Melee range to become <em>Invisible</em>. An <em>Invisible</em> creature can’t be seen except through magical means and attack rolls against them are made with disadvantage. Place a number of tokens on this card equal to your Spellcast trait. When the <em>Invisible</em> creature takes an action, spend a token from this card. After the action that spends the last token is resolved, the effect ends.</p><p class=""Body-Foundation"">You can only hold Invisibility on one creature at a time.</p>"
